filename,title,author,license,license_url
dog.jpg,Dog,PixaBay from Pexels,CC0,https://creativecommons.org/public-domain/cc0/
sunflower.jpg,Sunflower,Max Andrey,CC0,https://creativecommons.org/public-domain/cc0/
lines.jpg,Lines,Nicola Romanò,CC0,https://creativecommons.org/public-domain/cc0/
